comment_id,video_id,video_title,source_url,author,comment,like_count,published_at,updated_at,total_reply_count,clean_comment,jumlah_kata,jumlah_karakter,label,label_confidence,label_reason,score_kritik,score_pro_peserta,score_netral,hits_kritik,hits_pro_peserta,hits_netral,manual_review_required,label_source
Ugz6AtFllR_d7w0lnsp4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@pakraden620,"Ini bukan akademik cerdas cermat,, tapi menunjukkan siapa yang paling bisa mengambil berkuasa memberikan poin ,,,  BANGSAT BANSAAAT",0,2026-05-31T23:50:12Z,2026-05-31T23:50:12Z,0,bukan akademik cerdas cermat tunjuk siapa paling ambil kuasa beri poin bangsat bansaaat,18,131,netral,0.75,"skor tertinggi: netral=5, kedua=kritik_juri_panitia=0",0,0,5,,,"siapa, apa",False,weighted_rule_based_3class
UgzMV8RU4enWv5xEzBt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@SitihayatunAtun,"Juri nya sangat"" bego ya🗿🤝🗿",0,2026-05-31T15:17:18Z,2026-05-31T15:17:18Z,0,juri bego,5,27,kritik_juri_panitia,0.95,"kritik kuat terhadap juri/panitia/sistem; kritik=10, pro=0",10,0,0,"juri, authority+negative_context",,,False,weighted_rule_based_3class
UgyDRaGZndFpCD7tvEx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@tongcekcok7272,Juri nya memang teliti 🗿🗿🗿🗿😂😂😂,0,2026-05-31T08:41:43Z,2026-05-31T08:41:43Z,0,juri memang teliti,5,30,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgxnFv9lekYP-caoFTd4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@rulimuliandari6218,Artikulasi nya kurang jelas!!,0,2026-05-31T04:09:57Z,2026-05-31T04:09:57Z,0,artikulasi jelas,4,29,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgzYvQTA-TXLlHJVhBF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@keinyot-w8b,Curiga kuping nya ketutupan duit 🤨,1,2026-05-30T07:39:02Z,2026-05-30T07:39:02Z,0,curiga kuping tutup duit,6,34,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugy8ZyIlYaTzG7nMwVZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@iate_turtles,Ini si juri telinganya dimana sih😭,1,2026-05-30T04:17:43Z,2026-05-30T04:18:08Z,0,juri telinga,6,34,kritik_juri_panitia,0.83,"kritik kuat terhadap juri/panitia/sistem; kritik=10, pro=0",10,0,4,"juri, authority+negative_context",,dimana,False,weighted_rule_based_3class
UgxpnllkvrKHHhkOn4F4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Moch11_louz3p,"""artikulasi nya kurang jelas"" benerin dulu tuh kuping ajng anda apakah tidak bisa mendengar?!!!



SUAP!!!",1,2026-05-30T02:26:59Z,2026-05-30T02:26:59Z,0,artikulasi jelas benerin dulu tuh kuping ajng tidak dengar suap,15,106,netral,0.63,"skor tertinggi: netral=2, kedua=kritik_juri_panitia=0",0,0,2,,,apa,True,weighted_rule_based_3class
UgzdYe8fqAkPtBg_Frh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@HungLopak-o7m,Juri nya gak cerdas cok,0,2026-05-29T22:59:17Z,2026-05-29T22:59:17Z,0,juri tidak cerdas cok,5,23,kritik_juri_panitia,0.95,"kritik kuat terhadap juri/panitia/sistem; kritik=10, pro=0",10,0,0,"juri, authority+negative_context",,,False,weighted_rule_based_3class
UgwBOrMK6Vrh5Uc_XDJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@SujaSuja-g1i,di curangi musuh bukan di  curangi guru betul,0,2026-05-29T01:14:11Z,2026-05-29T01:14:11Z,0,curang musuh bukan curang guru betul,8,45,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=15, pro=0",15,0,0,"curang, curang",,,False,weighted_rule_based_3class
Ugymb0z2LTnSuuwStYZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@dediwahyudin9738,Ini aneh cok jurinya inimah jurinya harus diiket ke rel kereta,0,2026-05-28T16:20:11Z,2026-05-28T16:20:11Z,0,aneh cok juri inimah juri diiket rel kereta,11,62,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=18, pro=0",18,0,0,"juri, aneh, jurinya, authority+negative_context",,,False,weighted_rule_based_3class
UgzZqS38z5Mx-3UQ0Y94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Fyp1x24,Hebat banget MC juri nya sama juri nya minus 5- waw gak😂😂😂,0,2026-05-28T06:33:05Z,2026-05-28T06:33:05Z,0,hebat juri sama juri minus waw tidak,12,58,kritik_juri_panitia,0.8,"kritik kuat terhadap juri/panitia/sistem; kritik=10, pro=5",10,5,0,"juri, authority+negative_context",hebat,,False,weighted_rule_based_3class
Ugx-js9a93tFAPm_F_N4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@elywidhiastuti9374,Jurinya tai,0,2026-05-28T04:21:01Z,2026-05-28T04:21:01Z,0,juri tai,2,11,kritik_juri_panitia,0.87,"skor tertinggi: kritik_juri_panitia=8, kedua=pro_peserta=0",8,0,0,"juri, jurinya",,,False,weighted_rule_based_3class
UgzRVoifQehUjtIMeeJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@elywidhiastuti9374,Dan lagi 1 kata,0,2026-05-28T04:20:44Z,2026-05-28T04:20:44Z,0,kata,4,15,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugzrlu0ZZzALR4NGFzF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@elywidhiastuti9374,Woi jurinya nggak adil lah,0,2026-05-28T04:19:39Z,2026-05-28T04:19:39Z,0,woi juri tidak adil,5,26,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=38, pro=0",38,0,0,"gak\s+adil, nggak\s+adil, juri, adil, jurinya, authority+negative_context",,,False,weighted_rule_based_3class
UgwP4MrR-FJZBI3CpC14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@HasbyHusny,Juri apa ini bodoh kali ini,1,2026-05-28T04:10:06Z,2026-05-28T04:10:06Z,0,juri apa bodoh kali,6,27,kritik_juri_panitia,0.65,"skor tertinggi: kritik_juri_panitia=4, kedua=netral=2",4,0,2,juri,,apa,True,weighted_rule_based_3class
Ugz0zOahksyv4yXWXzJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@PendekSolo,Mc apa ini 😂masa ngak dengar,0,2026-05-27T22:15:10Z,2026-05-27T22:15:10Z,0,apa masa ngak dengar,6,28,netral,0.63,"skor tertinggi: netral=2, kedua=kritik_juri_panitia=0",0,0,2,,,apa,True,weighted_rule_based_3class
UgxJezvTUX5RyEBi0Z14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Zendafiee27Afiee,BOYCOTTTT MPR,0,2026-05-27T11:28:27Z,2026-05-27T11:28:27Z,0,boycotttt mpr,2,13,kritik_juri_panitia,0.67,"skor tertinggi: kritik_juri_panitia=3, kedua=pro_peserta=0",3,0,0,mpr,,,True,weighted_rule_based_3class
Ugw3pFmoKFxr5FP7csp4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@TriarwanFamily,GOBLOK JELAS JELAS JAWAB SAMA APALAAAAH,0,2026-05-27T08:20:40Z,2026-05-27T08:20:40Z,0,goblok jelas jelas jawab sama apalaaaah,6,39,netral,0.63,"skor tertinggi: netral=2, kedua=kritik_juri_panitia=0",0,0,2,,,apa,True,weighted_rule_based_3class
Ugxjqn3GBImAqLLmFW14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@KINGDOMACEH,yang nilai budeg bego,0,2026-05-27T04:24:03Z,2026-05-27T04:24:03Z,0,nilai budeg bego,4,21,kritik_juri_panitia,0.67,"skor tertinggi: kritik_juri_panitia=3, kedua=pro_peserta=0",3,0,0,nilai,,,True,weighted_rule_based_3class
Ugx_MC-LeZhfl25rejR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@rianal-s9v,juri nya budeg anying😂,0,2026-05-27T04:05:55Z,2026-05-27T04:05:55Z,0,juri budeg anying,4,22,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgxlIS6m8ZtMADVtUOt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@GARUDA_EDITX,1:10:32  perasaan bener,1,2026-05-26T12:24:09Z,2026-05-26T12:24:09Z,0,asa benar,3,23,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgxI3f6KMoj4K8-rD9h4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@KaiInHere-bro,JURI GOBLOKKKKKK PINTERAN GW JIR,1,2026-05-25T09:00:55Z,2026-05-25T09:00:55Z,0,juri goblokkkkkk pinteran jir,5,32,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgyxzdhREpK4vmb_ox14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@amandaizzatunisa,Bahkan jurinya belum belajar mknya regu c dikasih min -5 hadeh KLO aku disitu langsung aku kasi paham si tapi jujur kasian SM regu c pdhl jwbn ny SM jir😢,0,2026-05-25T06:11:19Z,2026-05-25T06:11:19Z,0,bahkan juri belum ajar mknya regu kasih min hadeh kalau situ langsung kasi paham jujur kasihan sama regu pdhl jwbn sama jir,30,153,kritik_juri_panitia,0.66,"skor tertinggi: kritik_juri_panitia=8, kedua=pro_peserta=7",8,7,0,"juri, jurinya",kasian,,True,weighted_rule_based_3class
Ugxa8yWUOdJnjZuGfXR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@dafis21-q6s3d,Lomba cerdas cermat tapi kok mc sam jurinya gak cermat,0,2026-05-24T13:44:13Z,2026-05-24T13:44:13Z,0,lomba cerdas cermat sam juri tidak cermat,10,54,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=16, pro=0",16,0,0,"juri, kok, jurinya, authority+negative_context",,,False,weighted_rule_based_3class
UgzR3O4H5vpMNad5AIh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@yurika4384,"Dari yel yel aja sudah keliatan yang mana yang berkelas 🙂, cuma penonton, tapi ngerasa gimana gitu sampe sekarang.",2,2026-05-24T10:28:21Z,2026-05-24T10:29:08Z,0,yel yel aja liat mana kelas cuma tonton ngerasa gimana gitu sampe sekarang,19,114,netral,0.71,"skor tertinggi: netral=4, kedua=kritik_juri_panitia=0",0,0,4,,,nonton,False,weighted_rule_based_3class
Ugyo5BA2yJvR_VneG594AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@flowers_jony,Wah cermat bgtt jurinya saking cermatnya nggak dengar suaranya🥰,1,2026-05-24T09:01:46Z,2026-05-24T09:03:27Z,1,wah cermat juri saking cermat tidak dengar suara,9,63,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=14, pro=0",14,0,0,"juri, jurinya, authority+negative_context",,,False,weighted_rule_based_3class
UgyTZ5zUodFSKcEHr294AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@dianyulianti4688,"Juri tuna rungu, penonton bungkam, MC pun sama... Acara Macam apa ini? 
Diajarkan bungkam sejak dini...",0,2026-05-24T07:31:37Z,2026-05-24T07:31:59Z,0,juri tuna rungu tonton bungkam sama acara macam apa ajar bungkam sejak dini,16,103,netral,0.67,"skor tertinggi: netral=6, kedua=kritik_juri_panitia=4",4,0,6,juri,,"apa, nonton",True,weighted_rule_based_3class
Ugy6EYKtVgOG870wrH14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@empty_channel01,"Di bungkam Cok team c curang!
Gak adil woy!!

Di kasih 5- masa grup c mungkin dewan juri yang otak nya 5-😡
Mana keadilan bagi grup c woy bangsat😡😡 ini lomba cerdas cermat loh. Orang grup c sama b jawaban nya sama kok malah grup b yang bener sih grup b nyuap ya makanya di benerin 😹😹😹 huh sok putih😹😹😹😹😹😹😹😹😹",0,2026-05-24T04:25:48Z,2026-05-24T04:25:48Z,0,bungkam cok team curang tidak adil woy kasih masa grup mungkin dewan juri otak mana adil grup woy bangsat lomba cerdas cermat loh orang grup sama jawab sama malah grup benar grup nyuap makanya benerin huh sok putih,60,306,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=41, pro=0",41,0,0,"gak\s+adil, curang, juri, curang, adil, kok, authority+negative_context",,,False,weighted_rule_based_3class
UgztrY3hoLVpwZgieM94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@MarkusTuger,Mulut MC bau amis,0,2026-05-23T23:36:44Z,2026-05-23T23:36:44Z,0,mulut bau amis,4,17,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugy5Cs3kc-LgPtx8s0B4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@JiImhe,"Salfok sesi kedua saat group A menjawab , temannya yg dibelakang selalu mengelus pundak temanx yg menjawab,",0,2026-05-23T15:31:07Z,2026-05-23T15:31:07Z,0,salfok sesi dua group jawab teman belakang selalu elus pundak temanx jawab,17,107,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgwugaEHfDnffYuQ1al4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mczackblezzz,1:13:21  kebanyakan minum mani nih orang jadi sotoy,0,2026-05-23T10:54:06Z,2026-05-23T10:54:06Z,0,banyak minum mani orang jadi sotoy,8,51,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugyp8RfRzgbgJ75OpYB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mczackblezzz,Ini tingkat provinsi tapi tolol bgt jurinya kebanyakan ngentod jadi agak gila,0,2026-05-23T10:49:41Z,2026-05-23T10:49:41Z,0,tingkat provinsi tolol juri banyak ngentod jadi gila,12,77,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=14, pro=0",14,0,0,"juri, jurinya, authority+negative_context",,,False,weighted_rule_based_3class
Ugx7XVzXPJ8nObl9iAp4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@MajidaturRohmah,1:10:05  disini jika mau lihat,0,2026-05-23T09:02:16Z,2026-05-23T09:02:16Z,0,sini mau lihat,5,30,netral,0.67,"skor tertinggi: netral=3, kedua=kritik_juri_panitia=0",0,0,3,,,lihat,True,weighted_rule_based_3class
Ugzn-fAJHDoyhSFcRLR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@lilikprasetyoutomo3130,Juri goblok,0,2026-05-23T07:28:37Z,2026-05-23T07:28:37Z,0,juri goblok,2,11,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
Ugz_gZ_RdRw2EuuLgQh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@EGGMAN4REAL,JURI KNTL,0,2026-05-23T06:59:06Z,2026-05-23T06:59:06Z,0,juri kntl,2,9,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgxUZNWmFot9ix9Fmjl4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@barkahjic,juri lol,0,2026-05-22T14:32:34Z,2026-05-22T14:32:34Z,0,juri lol,2,8,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgyBcNLj18AEtczZxT54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@barkahjic,ini orang yang tidak mau kalah 😂😂😂😂😂😂,0,2026-05-22T14:32:18Z,2026-05-22T14:32:18Z,0,orang tidak mau kalah,7,37,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
